transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale
888,12/1/2022,6:03:00,63,Female,52,Electronics,4,25.00,12.75,100.00
1220,6/29/2022,11:16:00,47,Male,64,Beauty,1,500.00,240.00,500.00
1339,11/10/2022,10:34:00,132,Female,22,Electronics,2,25.00,7.50,50.00
1785,2/20/2022,11:17:00,144,Female,31,Beauty,4,50.00,17.00,200.00
1885,11/9/2022,7:32:00,148,Female,52,Clothing,4,30.00,10.80,120.00
1888,6/14/2022,8:10:00,49,Female,52,Electronics,4,25.00,12.50,100.00
621,4/13/2022,9:55:00,138,Female,40,Beauty,2,500.00,275.00,1000.00
1621,9/22/2022,10:49:00,2,Female,40,Beauty,2,500.00,160.00,1000.00
52,9/19/2022,9:42:00,55,Female,36,Beauty,1,300.00,111.00,300.00
536,8/20/2022,6:25:00,17,Female,55,Beauty,4,30.00,8.70,120.00
1052,2/12/2022,6:12:00,94,Female,36,Beauty,1,300.00,120.00,300.00
1536,5/11/2022,7:23:00,14,Female,55,Beauty,4,30.00,13.50,120.00
197,4/3/2022,11:57:00,14,Female,42,Clothing,4,50.00,25.50,200.00
750,11/13/2022,7:33:00,69,Female,35,Clothing,3,25.00,8.75,75.00
910,8/21/2022,6:29:00,138,Female,20,Beauty,3,50.00,22.50,150.00
917,2/15/2022,11:50:00,120,Female,57,Electronics,4,50.00,16.50,200.00
1197,8/13/2022,10:07:00,77,Female,42,Clothing,4,50.00,19.00,200.00
1750,1/20/2022,10:10:00,138,Female,35,Clothing,3,25.00,7.25,75.00
1910,10/9/2022,6:22:00,141,Female,20,Beauty,3,50.00,18.00,150.00
1917,5/2/2022,7:17:00,52,Female,57,Electronics,4,50.00,24.00,200.00
198,5/21/2022,11:42:00,30,Female,54,Beauty,3,300.00,114.00,900.00
444,10/6/2022,7:06:00,51,Female,61,Clothing,3,30.00,15.90,90.00
547,11/14/2022,7:36:00,3,Male,63,Clothing,4,500.00,250.00,2000.00
705,9/30/2022,7:28:00,37,Male,60,Electronics,2,25.00,6.25,50.00
1198,8/7/2022,10:43:00,147,Female,54,Beauty,3,300.00,159.00,900.00
1444,4/29/2022,6:18:00,135,Female,61,Clothing,3,30.00,14.10,90.00
1547,8/11/2022,6:39:00,142,Male,63,Clothing,4,500.00,235.00,2000.00
1705,8/14/2022,8:32:00,94,Male,60,Electronics,2,25.00,8.75,50.00
423,7/18/2022,6:06:00,41,Female,27,Clothing,1,25.00,11.75,25.00
1423,6/15/2022,7:56:00,131,Female,27,Clothing,1,25.00,11.00,25.00
248,7/2/2022,7:11:00,5,Male,26,Clothing,3,300.00,126.00,900.00
360,9/9/2022,9:04:00,26,Male,42,Clothing,4,25.00,10.50,100.00
377,9/13/2022,8:30:00,141,Female,46,Clothing,4,50.00,18.00,200.00
1248,9/8/2022,8:20:00,68,Male,26,Clothing,3,300.00,111.00,900.00
1360,6/18/2022,9:31:00,93,Male,42,Clothing,4,25.00,6.25,100.00
1377,3/21/2022,7:52:00,71,Female,46,Clothing,4,50.00,14.00,200.00
397,10/26/2023,8:06:00,59,Female,30,Beauty,1,25.00,10.50,25.00
623,11/15/2023,10:00:00,39,Male,34,Clothing,3,50.00,26.00,150.00
1397,1/1/2023,11:05:00,6,Female,30,Beauty,1,25.00,11.75,25.00
1623,3/5/2023,6:14:00,76,Male,34,Clothing,3,50.00,22.00,150.00
717,11/30/2023,8:15:00,8,Male,57,Clothing,1,500.00,190.00,500.00
1717,1/12/2023,9:40:00,21,Male,57,Clothing,1,500.00,175.00,500.00
130,6/19/2023,6:21:00,114,Female,57,Clothing,1,500.00,125.00,500.00
658,10/30/2023,7:47:00,93,Male,59,Clothing,1,25.00,6.50,25.00
1130,2/20/2023,9:03:00,28,Female,57,Clothing,1,500.00,180.00,500.00
1658,4/10/2023,6:08:00,148,Male,59,Clothing,1,25.00,12.25,25.00
7,7/6/2023,6:24:00,38,Male,46,Clothing,2,25.00,13.25,50.00
119,9/1/2023,9:11:00,127,Female,60,Clothing,3,50.00,27.50,150.00
278,12/22/2023,11:42:00,71,Female,37,Clothing,4,25.00,13.50,100.00
1007,6/9/2023,10:09:00,15,Male,46,Clothing,2,25.00,11.50,50.00
1119,11/19/2023,9:36:00,1,Female,60,Clothing,3,50.00,25.50,150.00
1278,7/19/2023,6:19:00,28,Female,37,Clothing,4,25.00,6.75,100.00
117,8/4/2023,11:38:00,8,Male,19,Electronics,2,500.00,230.00,1000.00
1117,9/11/2023,7:48:00,144,Male,19,Electronics,2,500.00,210.00,1000.00
442,6/30/2023,11:07:00,24,Female,60,Clothing,4,25.00,13.25,100.00
590,5/4/2023,11:52:00,151,Male,36,Clothing,3,300.00,135.00,900.00
607,5/5/2023,9:33:00,109,Male,54,Clothing,3,25.00,13.25,75.00
1442,2/16/2023,11:02:00,96,Female,60,Clothing,4,25.00,11.25,100.00
1590,8/10/2023,9:39:00,142,Male,36,Clothing,3,300.00,147.00,900.00
1607,1/16/2023,10:18:00,53,Male,54,Clothing,3,25.00,7.75,75.00
436,10/22/2023,11:54:00,21,Female,57,Clothing,4,30.00,13.50,120.00
942,12/1/2023,9:22:00,35,Male,51,Clothing,3,500.00,160.00,1500.00
1436,1/20/2023,11:29:00,1,Female,57,Clothing,4,30.00,9.90,120.00
1942,9/16/2023,11:53:00,112,Male,51,Clothing,3,500.00,265.00,1500.00
659,6/9/2023,6:08:00,75,Female,39,Electronics,1,30.00,8.10,30.00
941,4/28/2023,9:58:00,39,Female,57,Clothing,2,25.00,6.50,50.00
1659,7/27/2023,9:29:00,22,Female,39,Electronics,1,30.00,9.00,30.00
1941,1/6/2023,6:14:00,48,Female,57,Clothing,2,25.00,12.00,50.00
136,12/26/2023,8:59:00,25,Male,44,Electronics,2,300.00,141.00,600.00
175,1/25/2023,10:02:00,23,Female,31,Electronics,4,25.00,12.50,100.00
663,8/16/2023,6:32:00,133,Male,23,Clothing,4,300.00,87.00,1200.00
748,3/1/2023,9:35:00,132,Male,25,Clothing,3,50.00,24.00,150.00
806,1/22/2023,8:08:00,14,Female,35,Beauty,3,300.00,165.00,900.00
1136,7/2/2023,8:41:00,93,Male,44,Electronics,2,300.00,81.00,600.00
1175,6/2/2023,6:38:00,103,Female,31,Electronics,4,25.00,11.50,100.00
1663,12/7/2023,7:04:00,33,Male,23,Clothing,4,300.00,81.00,1200.00
1748,3/2/2023,10:24:00,119,Male,25,Clothing,3,50.00,15.50,150.00
1806,6/14/2023,10:13:00,61,Female,35,Beauty,3,300.00,102.00,900.00
38,2/25/2023,11:39:00,147,Male,38,Beauty,4,50.00,26.00,200.00
313,12/16/2023,10:03:00,11,Female,55,Beauty,3,500.00,140.00,1500.00
402,7/12/2023,8:45:00,63,Female,41,Clothing,2,300.00,135.00,600.00
459,5/23/2023,7:12:00,122,Male,28,Clothing,4,300.00,75.00,1200.00
1038,12/30/2023,9:09:00,11,Male,38,Beauty,4,50.00,20.50,200.00
1313,6/4/2023,9:22:00,10,Female,55,Beauty,3,500.00,170.00,1500.00
1402,6/24/2023,6:47:00,110,Female,41,Clothing,2,300.00,156.00,600.00
1459,11/10/2023,6:46:00,13,Male,28,Clothing,4,300.00,144.00,1200.00
161,7/1/2023,6:58:00,104,Male,64,Beauty,2,500.00,195.00,1000.00
328,10/29/2023,6:56:00,9,Male,39,Beauty,2,50.00,27.00,100.00
383,3/24/2023,8:53:00,64,Female,46,Beauty,3,30.00,7.80,90.00
973,9/3/2023,8:44:00,51,Male,60,Clothing,1,50.00,13.00,50.00
978,7/27/2023,9:58:00,16,Female,53,Clothing,3,50.00,19.00,150.00
1161,6/29/2023,11:06:00,30,Male,64,Beauty,2,500.00,160.00,1000.00
1328,12/10/2023,7:49:00,60,Male,39,Beauty,2,50.00,24.50,100.00
1383,9/6/2023,9:13:00,68,Female,46,Beauty,3,30.00,14.10,90.00
1973,8/19/2023,10:10:00,22,Male,60,Clothing,1,50.00,21.50,50.00
1978,8/31/2023,11:59:00,41,Female,53,Clothing,3,50.00,15.50,150.00
33,12/24/2023,7:40:00,33,Female,50,Electronics,2,50.00,21.00,100.00
138,4/27/2023,10:56:00,127,Male,49,Clothing,4,50.00,26.50,200.00
471,3/8/2023,10:21:00,136,Male,32,Clothing,3,50.00,13.00,150.00
636,5/9/2023,6:15:00,60,Female,21,Beauty,3,500.00,230.00,1500.00
1033,4/12/2023,6:52:00,32,Female,50,Electronics,2,50.00,19.00,100.00
1138,10/16/2023,11:59:00,27,Male,49,Clothing,4,50.00,14.50,200.00
1471,6/25/2023,10:34:00,30,Male,32,Clothing,3,50.00,13.00,150.00
1636,7/22/2023,11:26:00,50,Female,21,Beauty,3,500.00,150.00,1500.00
177,3/24/2023,8:40:00,30,Male,45,Beauty,2,50.00,26.50,100.00
426,12/13/2023,8:11:00,137,Male,23,Electronics,3,50.00,12.50,150.00
1177,2/20/2023,9:19:00,89,Male,45,Beauty,2,50.00,15.00,100.00
1426,12/12/2023,11:32:00,114,Male,23,Electronics,3,50.00,25.00,150.00
76,9/9/2023,7:33:00,70,Female,22,Electronics,2,50.00,14.50,100.00
91,4/14/2023,6:31:00,152,Female,55,Electronics,1,500.00,235.00,500.00
461,7/18/2023,10:33:00,21,Female,18,Beauty,2,500.00,265.00,1000.00
764,11/7/2023,8:46:00,47,Female,40,Clothing,1,25.00,11.25,25.00
1076,7/14/2023,11:09:00,99,Female,22,Electronics,2,50.00,15.00,100.00
1091,7/15/2023,8:46:00,139,Female,55,Electronics,1,500.00,235.00,500.00
1461,5/1/2023,8:43:00,63,Female,18,Beauty,2,500.00,180.00,1000.00
1764,11/2/2023,11:04:00,13,Female,40,Clothing,1,25.00,11.75,25.00
202,1/25/2023,6:24:00,61,Female,34,Clothing,4,300.00,120.00,1200.00
301,7/30/2023,10:58:00,104,Male,30,Clothing,4,30.00,9.60,120.00
703,7/31/2023,9:56:00,140,Male,34,Electronics,2,50.00,18.50,100.00
1202,11/13/2023,6:56:00,89,Female,34,Clothing,4,300.00,144.00,1200.00
1301,9/24/2023,9:58:00,70,Male,30,Clothing,4,30.00,10.50,120.00
1703,6/10/2023,8:36:00,2,Male,34,Electronics,2,50.00,17.00,100.00
294,10/9/2023,9:24:00,89,Female,23,Clothing,3,30.00,15.30,90.00
760,6/26/2023,7:59:00,14,Male,27,Beauty,1,500.00,125.00,500.00
1294,1/24/2023,11:24:00,8,Female,23,Clothing,3,30.00,10.50,90.00
1760,8/23/2023,7:26:00,44,Male,27,Beauty,1,500.00,230.00,500.00
575,12/12/2023,10:29:00,14,Male,60,Clothing,2,50.00,23.00,100.00
1575,7/28/2023,11:54:00,26,Male,60,Clothing,2,50.00,22.50,100.00
88,2/16/2023,8:31:00,122,Male,56,Clothing,1,500.00,185.00,500.00
1088,9/14/2023,7:00:00,6,Male,56,Clothing,1,500.00,155.00,500.00
975,1/9/2023,7:41:00,145,Female,56,Clothing,4,50.00,19.50,200.00
1975,8/21/2023,10:48:00,63,Female,56,Clothing,4,50.00,25.50,200.00
553,3/20/2023,6:17:00,106,Male,24,Clothing,4,300.00,81.00,1200.00
1553,1/29/2023,8:46:00,42,Male,24,Clothing,4,300.00,99.00,1200.00
462,8/26/2023,10:04:00,71,Male,63,Electronics,4,300.00,132.00,1200.00
614,2/13/2023,6:28:00,61,Female,39,Beauty,4,300.00,120.00,1200.00
808,11/22/2023,7:18:00,30,Male,33,Beauty,4,500.00,195.00,2000.00
1462,11/13/2023,10:42:00,124,Male,63,Electronics,4,300.00,114.00,1200.00
1614,8/23/2023,11:37:00,135,Female,39,Beauty,4,300.00,105.00,1200.00
1808,2/12/2023,10:48:00,109,Male,33,Beauty,4,500.00,210.00,2000.00
166,1/28/2023,11:42:00,32,Male,34,Clothing,4,500.00,225.00,2000.00
465,2/22/2023,11:52:00,40,Female,43,Electronics,3,50.00,15.50,150.00
502,7/22/2023,11:00:00,31,Male,43,Electronics,3,50.00,22.50,150.00
905,10/1/2023,6:27:00,96,Male,58,Beauty,1,300.00,111.00,300.00
1166,7/19/2023,7:45:00,65,Male,34,Clothing,4,500.00,245.00,2000.00
1465,4/17/2023,9:36:00,131,Female,43,Electronics,3,50.00,26.00,150.00
1502,4/8/2023,8:30:00,152,Male,43,Electronics,3,50.00,18.00,150.00
1905,8/29/2023,6:07:00,26,Male,58,Beauty,1,300.00,102.00,300.00
280,11/17/2023,9:35:00,76,Female,37,Clothing,3,500.00,240.00,1500.00
719,7/2/2023,7:19:00,37,Female,42,Clothing,2,30.00,12.00,60.00
834,11/26/2023,6:55:00,13,Female,56,Beauty,2,30.00,14.70,60.00
1280,8/24/2023,9:15:00,116,Female,37,Clothing,3,500.00,255.00,1500.00
1719,12/28/2023,7:29:00,4,Female,42,Clothing,2,30.00,10.80,60.00
1834,4/14/2023,6:53:00,102,Female,56,Beauty,2,30.00,12.90,60.00
891,1/9/2023,6:43:00,24,Male,41,Electronics,3,300.00,99.00,900.00
928,11/5/2023,10:20:00,54,Female,35,Clothing,4,300.00,90.00,1200.00
1891,12/22/2023,6:11:00,81,Male,41,Electronics,3,300.00,105.00,900.00
1928,7/29/2023,6:39:00,93,Female,35,Clothing,4,300.00,75.00,1200.00
332,4/24/2023,11:28:00,138,Male,58,Electronics,4,300.00,105.00,1200.00
1332,12/4/2023,10:02:00,146,Male,58,Electronics,4,300.00,123.00,1200.00
255,10/15/2023,11:44:00,19,Male,48,Clothing,1,30.00,14.70,30.00
275,3/5/2023,11:34:00,2,Male,43,Clothing,2,500.00,260.00,1000.00
314,10/15/2023,7:37:00,1,Male,52,Clothing,4,30.00,7.80,120.00
517,8/20/2023,8:54:00,3,Female,47,Clothing,4,25.00,9.25,100.00
847,1/10/2023,8:42:00,2,Female,18,Electronics,4,300.00,162.00,1200.00
1255,1/20/2023,7:08:00,4,Male,48,Clothing,1,30.00,7.80,30.00
1275,3/2/2023,8:48:00,5,Male,43,Clothing,2,500.00,250.00,1000.00
1314,5/23/2023,10:26:00,2,Male,52,Clothing,4,30.00,16.20,120.00
1517,2/21/2023,8:46:00,2,Female,47,Clothing,4,25.00,6.75,100.00
1847,7/28/2023,7:14:00,5,Female,18,Electronics,4,300.00,123.00,1200.00
61,7/7/2023,11:47:00,4,Male,21,Beauty,4,50.00,20.00,200.00
274,4/14/2023,7:12:00,4,Female,23,Clothing,2,500.00,150.00,1000.00
486,12/2/2023,9:47:00,4,Female,35,Electronics,1,25.00,6.50,25.00
548,4/14/2023,7:00:00,4,Female,51,Clothing,2,30.00,15.60,60.00
886,12/11/2023,11:25:00,4,Male,37,Electronics,3,300.00,165.00,900.00
892,9/13/2023,11:39:00,1,Male,20,Electronics,1,50.00,24.00,50.00
1061,9/18/2023,7:56:00,3,Male,21,Beauty,4,50.00,12.50,200.00
1274,10/6/2023,9:01:00,2,Female,23,Clothing,2,500.00,185.00,1000.00
1486,11/22/2023,8:58:00,4,Female,35,Electronics,1,25.00,8.75,25.00
1548,1/13/2023,8:15:00,1,Female,51,Clothing,2,30.00,12.60,60.00
1886,7/26/2023,11:51:00,1,Male,37,Electronics,3,300.00,147.00,900.00
1892,10/1/2023,7:22:00,3,Male,20,Electronics,1,50.00,23.50,50.00
601,6/5/2023,9:23:00,5,Male,19,Clothing,1,30.00,13.20,30.00
901,8/2/2023,6:38:00,2,Male,31,Electronics,1,30.00,12.00,30.00
1601,9/14/2023,11:48:00,1,Male,19,Clothing,1,30.00,13.50,30.00
1901,11/29/2023,11:05:00,4,Male,31,Electronics,1,30.00,8.40,30.00
527,4/21/2023,11:35:00,1,Male,57,Clothing,2,25.00,11.50,50.00
1527,9/29/2023,8:30:00,1,Male,57,Clothing,2,25.00,11.75,50.00
23,9/28/2023,7:05:00,4,Female,35,Clothing,4,30.00,14.70,120.00
174,11/15/2023,6:07:00,2,Female,39,Beauty,1,300.00,126.00,300.00
589,7/8/2023,7:11:00,5,Female,36,Beauty,2,500.00,145.00,1000.00
774,11/6/2023,9:04:00,2,Female,40,Clothing,2,25.00,6.50,50.00
1000,4/1/2023,10:22:00,1,Male,47,Electronics,4,30.00,8.40,120.00
1023,5/23/2023,8:40:00,5,Female,35,Clothing,4,30.00,8.10,120.00
1174,5/17/2023,6:55:00,2,Female,39,Beauty,1,300.00,132.00,300.00
1589,7/1/2023,6:30:00,5,Female,36,Beauty,2,500.00,145.00,1000.00
1774,3/9/2023,6:48:00,2,Female,40,Clothing,2,25.00,8.00,50.00
2000,3/31/2023,6:38:00,4,Male,47,Electronics,4,30.00,10.80,120.00
210,10/7/2023,8:50:00,2,Male,37,Electronics,4,50.00,19.00,200.00
478,7/24/2023,11:13:00,3,Female,58,Clothing,2,30.00,8.10,60.00
745,8/14/2023,7:30:00,3,Male,54,Beauty,2,50.00,17.00,100.00
1210,3/10/2023,10:02:00,5,Male,37,Electronics,4,50.00,12.50,200.00
1478,8/31/2023,9:18:00,1,Female,58,Clothing,2,30.00,13.50,60.00
1745,9/28/2023,10:38:00,4,Male,54,Beauty,2,50.00,21.00,100.00
354,12/16/2023,7:58:00,5,Female,49,Beauty,4,50.00,24.50,200.00
408,12/22/2023,8:18:00,4,Female,64,Beauty,1,500.00,140.00,500.00
1354,9/17/2023,9:34:00,5,Female,49,Beauty,4,50.00,26.50,200.00
1408,8/28/2023,8:17:00,2,Female,64,Beauty,1,500.00,250.00,500.00
674,3/30/2023,11:10:00,2,Female,38,Clothing,1,300.00,84.00,300.00
1674,11/22/2023,9:21:00,1,Female,38,Clothing,1,300.00,123.00,300.00
967,8/4/2023,10:13:00,4,Male,62,Beauty,1,25.00,13.25,25.00
1967,2/23/2023,8:28:00,4,Male,62,Beauty,1,25.00,12.25,25.00
79,4/13/2023,10:15:00,1,Male,34,Beauty,1,300.00,96.00,300.00
406,4/1/2023,11:50:00,3,Female,22,Beauty,4,25.00,11.00,100.00
450,12/1/2023,6:35:00,2,Female,59,Beauty,2,25.00,11.00,50.00
562,11/9/2023,9:26:00,3,Male,54,Electronics,2,25.00,7.25,50.00
1079,8/21/2023,6:45:00,1,Male,34,Beauty,1,300.00,117.00,300.00
1406,6/22/2023,8:45:00,2,Female,22,Beauty,4,25.00,10.00,100.00
1450,7/16/2023,8:52:00,1,Female,59,Beauty,2,25.00,10.25,50.00
1562,11/26/2023,10:21:00,5,Male,54,Electronics,2,25.00,12.75,50.00
108,1/24/2023,9:38:00,5,Female,27,Beauty,3,25.00,13.50,75.00
111,4/15/2023,9:45:00,5,Female,34,Electronics,3,500.00,130.00,1500.00
207,8/6/2023,8:34:00,3,Female,42,Beauty,2,25.00,10.25,50.00
724,6/14/2023,6:56:00,3,Male,61,Clothing,3,50.00,20.00,150.00
836,6/21/2023,6:32:00,2,Female,22,Clothing,1,50.00,27.50,50.00
969,11/27/2023,11:47:00,2,Female,40,Clothing,3,300.00,84.00,900.00
1108,7/8/2023,10:27:00,1,Female,27,Beauty,3,25.00,10.00,75.00
1111,4/30/2023,21:34:00,2,Female,34,Electronics,3,500.00,185.00,1500.00
1207,6/30/2023,21:48:00,3,Female,42,Beauty,2,25.00,10.00,50.00
1724,9/15/2023,20:53:00,4,Male,61,Clothing,3,50.00,17.00,150.00
1836,2/13/2023,17:19:00,3,Female,22,Clothing,1,50.00,23.50,50.00
1969,3/5/2023,19:34:00,4,Female,40,Clothing,3,300.00,126.00,900.00
246,12/7/2023,20:05:00,4,Female,48,Electronics,2,25.00,13.25,50.00
298,10/5/2023,19:05:00,3,Male,27,Beauty,4,300.00,84.00,1200.00
374,10/27/2023,17:45:00,4,Female,59,Beauty,3,25.00,7.75,75.00
572,12/13/2023,18:33:00,5,Male,31,Clothing,4,500.00,185.00,2000.00
665,10/3/2023,22:49:00,1,Male,57,Clothing,1,50.00,19.00,50.00
1246,4/26/2023,22:54:00,3,Female,48,Electronics,2,25.00,11.50,50.00
1298,5/2/2023,19:51:00,1,Male,27,Beauty,4,300.00,120.00,1200.00
1374,3/23/2023,22:03:00,3,Female,59,Beauty,3,25.00,8.25,75.00
1572,6/18/2023,22:20:00,1,Male,31,Clothing,4,500.00,175.00,2000.00
1665,11/1/2023,19:38:00,4,Male,57,Clothing,1,50.00,14.00,50.00
39,7/11/2023,22:44:00,5,Male,23,Clothing,4,30.00,8.70,120.00
893,4/29/2023,18:52:00,1,Male,49,Electronics,1,50.00,17.00,50.00
1039,12/3/2023,20:01:00,1,Male,23,Clothing,4,30.00,13.80,120.00
1893,2/25/2023,17:04:00,3,Male,49,Electronics,1,50.00,22.50,50.00
17,2/25/2023,21:08:00,3,Female,27,Clothing,4,25.00,13.00,100.00
316,2/1/2023,17:25:00,3,Female,48,Clothing,2,25.00,13.75,50.00
755,11/27/2023,20:07:00,1,Female,58,Clothing,3,25.00,6.75,75.00
1017,9/5/2023,18:41:00,2,Female,27,Clothing,4,25.00,12.00,100.00
1316,7/21/2023,17:11:00,1,Female,48,Clothing,2,25.00,11.75,50.00
1755,5/23/2023,21:47:00,2,Female,58,Clothing,3,25.00,8.00,75.00
28,12/11/2023,22:34:00,3,Female,43,Beauty,1,500.00,150.00,500.00
98,4/9/2023,19:41:00,1,Female,55,Beauty,2,50.00,19.50,100.00
129,4/17/2023,17:42:00,1,Female,21,Beauty,2,300.00,75.00,600.00
230,3/26/2023,17:44:00,5,Male,54,Beauty,1,25.00,12.50,25.00
613,5/8/2023,17:23:00,2,Female,52,Clothing,3,30.00,11.40,90.00
691,5/12/2023,21:09:00,5,Female,51,Clothing,3,30.00,14.70,90.00
693,6/8/2023,17:12:00,1,Male,41,Beauty,3,500.00,270.00,1500.00
1028,3/9/2023,18:09:00,1,Female,43,Beauty,1,500.00,250.00,500.00
1098,7/6/2023,22:34:00,3,Female,55,Beauty,2,50.00,19.50,100.00
1129,9/8/2023,21:46:00,1,Female,21,Beauty,2,300.00,156.00,600.00
1230,12/4/2023,21:24:00,1,Male,54,Beauty,1,25.00,13.25,25.00
1613,12/14/2023,21:58:00,4,Female,52,Clothing,3,30.00,9.90,90.00
1691,1/7/2023,20:01:00,1,Female,51,Clothing,3,30.00,13.50,90.00
1693,2/20/2023,18:21:00,1,Male,41,Beauty,3,500.00,130.00,1500.00
477,12/3/2023,17:24:00,3,Male,43,Clothing,4,30.00,16.20,120.00
863,11/12/2023,22:40:00,4,Female,30,Electronics,2,25.00,11.25,50.00
1477,1/8/2023,21:59:00,3,Male,43,Clothing,4,30.00,15.60,120.00
1863,5/26/2023,22:33:00,4,Female,30,Electronics,2,25.00,10.00,50.00
6,11/15/2023,22:16:00,2,Female,45,Beauty,1,30.00,15.00,30.00
483,2/6/2023,17:25:00,2,Male,55,Clothing,1,30.00,8.40,30.00
738,2/5/2023,18:24:00,5,Male,41,Clothing,2,50.00,26.00,100.00
1006,10/29/2023,19:23:00,2,Female,45,Beauty,1,30.00,14.10,30.00
1483,3/5/2023,19:53:00,1,Male,55,Clothing,1,30.00,8.70,30.00
1738,11/12/2023,21:33:00,1,Male,41,Clothing,2,50.00,16.00,100.00
222,1/7/2023,18:56:00,4,Male,51,Clothing,4,30.00,10.50,120.00
588,10/18/2023,17:54:00,5,Male,38,Electronics,2,30.00,13.80,60.00
953,7/2/2023,17:58:00,1,Male,45,Beauty,3,30.00,12.60,90.00
1222,9/17/2023,18:15:00,3,Male,51,Clothing,4,30.00,11.10,120.00
1588,6/25/2023,21:29:00,4,Male,38,Electronics,2,30.00,13.20,60.00
1953,5/15/2023,17:34:00,3,Male,45,Beauty,3,30.00,10.20,90.00
66,6/18/2023,22:49:00,3,Female,45,Electronics,1,30.00,9.00,30.00
482,8/12/2023,18:57:00,3,Female,28,Clothing,4,300.00,141.00,1200.00
903,7/27/2023,22:14:00,3,Female,51,Beauty,4,50.00,14.00,200.00
1066,10/6/2023,18:11:00,4,Female,45,Electronics,1,30.00,8.40,30.00
1482,2/10/2023,22:22:00,1,Female,28,Clothing,4,300.00,114.00,1200.00
1903,7/27/2023,21:44:00,5,Female,51,Beauty,4,50.00,19.00,200.00
102,4/17/2023,21:34:00,5,Female,47,Beauty,2,25.00,7.25,50.00
228,4/3/2023,20:26:00,4,Female,59,Electronics,2,30.00,10.80,60.00
236,4/1/2023,22:18:00,5,Female,54,Clothing,1,25.00,6.50,25.00
1102,8/21/2023,18:04:00,5,Female,47,Beauty,2,25.00,6.50,50.00
1228,6/24/2023,21:37:00,5,Female,59,Electronics,2,30.00,11.40,60.00
1236,8/9/2023,18:19:00,4,Female,54,Clothing,1,25.00,8.75,25.00
660,7/29/2023,18:46:00,2,Female,38,Beauty,2,500.00,270.00,1000.00
884,2/18/2023,20:31:00,1,Female,26,Clothing,2,30.00,7.50,60.00
987,11/8/2023,18:45:00,1,Female,30,Clothing,3,300.00,165.00,900.00
1660,9/23/2023,20:27:00,2,Female,38,Beauty,2,500.00,160.00,1000.00
1884,7/9/2023,21:45:00,2,Female,26,Clothing,2,30.00,11.40,60.00
1987,5/26/2023,18:18:00,2,Female,30,Clothing,3,300.00,129.00,900.00
18,9/6/2023,19:13:00,5,Female,47,Electronics,2,25.00,12.50,50.00
69,11/14/2023,22:44:00,1,Female,56,Beauty,3,25.00,8.50,75.00
995,3/4/2023,22:38:00,4,Female,41,Clothing,1,30.00,9.90,30.00
1018,7/6/2023,19:13:00,4,Female,47,Electronics,2,25.00,13.00,50.00
1069,10/13/2023,19:05:00,2,Female,56,Beauty,3,25.00,6.75,75.00
1995,12/10/2023,22:18:00,5,Female,41,Clothing,1,30.00,14.70,30.00
337,8/22/2023,17:56:00,1,Male,38,Clothing,1,500.00,275.00,500.00
585,6/6/2023,21:49:00,3,Female,24,Clothing,1,25.00,13.75,25.00
652,10/31/2023,17:05:00,4,Female,34,Beauty,2,50.00,20.50,100.00
1337,7/21/2023,19:56:00,2,Male,38,Clothing,1,500.00,225.00,500.00
1585,10/5/2023,20:00:00,2,Female,24,Clothing,1,25.00,7.25,25.00
1652,11/16/2023,20:00:00,2,Female,34,Beauty,2,50.00,20.50,100.00
242,10/1/2023,18:28:00,1,Male,21,Clothing,1,25.00,8.00,25.00
293,5/27/2023,19:04:00,4,Male,50,Electronics,3,30.00,9.60,90.00
460,5/1/2023,23:00:00,2,Male,40,Beauty,1,50.00,19.00,50.00
1242,11/27/2023,18:32:00,5,Male,21,Clothing,1,25.00,11.25,25.00
1293,7/1/2023,18:52:00,3,Male,50,Electronics,3,30.00,14.10,90.00
1460,1/25/2023,19:42:00,4,Male,40,Beauty,1,50.00,22.00,50.00
188,8/31/2023,18:50:00,3,Male,40,Clothing,3,25.00,8.50,75.00
357,5/18/2023,18:57:00,4,Female,40,Electronics,3,25.00,7.50,75.00
646,5/26/2023,21:02:00,3,Male,38,Clothing,3,30.00,13.50,90.00
749,7/26/2023,20:33:00,2,Male,42,Beauty,1,30.00,8.40,30.00
974,12/28/2023,18:39:00,3,Male,47,Beauty,1,30.00,11.70,30.00
1188,6/4/2023,22:43:00,2,Male,40,Clothing,3,25.00,10.75,75.00
1357,3/20/2023,19:14:00,3,Female,40,Electronics,3,25.00,11.50,75.00
1646,1/18/2023,19:43:00,1,Male,38,Clothing,3,30.00,15.60,90.00
1749,5/7/2023,19:55:00,2,Male,42,Beauty,1,30.00,9.00,30.00
1974,2/19/2023,20:20:00,3,Male,47,Beauty,1,30.00,12.90,30.00
190,1/25/2023,17:56:00,2,Female,60,Beauty,3,30.00,10.50,90.00
849,6/25/2023,19:33:00,5,Male,32,Clothing,2,25.00,12.50,50.00
853,5/14/2023,22:29:00,3,Male,21,Beauty,2,500.00,155.00,1000.00
1190,9/29/2023,21:00:00,4,Female,60,Beauty,3,30.00,10.80,90.00
1849,7/21/2023,22:42:00,1,Male,32,Clothing,2,25.00,12.00,50.00
1853,5/29/2023,18:39:00,2,Male,21,Beauty,2,500.00,190.00,1000.00
